ExpPlant,Block,Pot,Trt,Treatment,Fvert,Umaydis,UmKey,Plant_pot,Height19,Smut20,Infect,LH_stage,Path_persist,PlantLives2,GallWT,LnGallWT,Vir,InVir,InVir_sd,n_Umx,InVir_pooledSD
236,1,40,53,F2-U2-1,2,2,2,2,18,4,1,3,1,1,67.3,4.21,41.8,30.82,13.66,47,11.28
237,1,40,53,F2-U2-1,2,2,2,3,18,4,1,3,1,1,129.2,4.86,41.8,30.82,13.66,47,11.28
238,1,40,53,F2-U2-1,2,2,2,4,18,4,1,3,1,1,103.3,4.64,41.8,30.82,13.66,47,11.28
239,1,40,53,F2-U2-1,2,2,2,5,23,3,1,3,1,1,122.1,4.8,36.8,30.82,13.66,47,11.28
240,1,40,53,F2-U2-1,2,2,2,6,18,3,1,3,1,1,111.4,4.71,41.8,30.82,13.66,47,11.28
241,1,41,4,U2-2,0,3,3,1,19,4,1,3,1,1,151.2,5.02,39.4,27.26,18.38,45,14.13
242,1,41,4,U2-2,0,3,3,2,16,4,1,3,1,1,102.9,4.63,42.4,27.26,18.38,45,14.13
243,1,41,4,U2-2,0,3,3,3,29,3,1,3,1,1,182.4,5.21,29.4,27.26,18.38,45,14.13
244,1,41,4,U2-2,0,3,3,4,19,4,1,3,1,1,142.7,4.96,39.4,27.26,18.38,45,14.13
245,1,41,4,U2-2,0,3,3,5,27,4,1,3,1,1,233.5,5.45,31.4,27.26,18.38,45,14.13
246,1,41,4,U2-2,0,3,3,6,63,1,1,0,0,1,0,0,-4.6,27.26,18.38,45,14.13
247,1,42,27,F1-U2-P,1,1,1,1,50,0,0,0,0,1,0,0,10.2,20.83,15.32,42,12.1
248,1,42,27,F1-U2-P,1,1,1,2,50,0,0,0,0,1,0,0,10.2,20.83,15.32,42,12.1
249,1,42,27,F1-U2-P,1,1,1,3,30,1,1,0,0,1,0,0,30.2,20.83,15.32,42,12.1
250,1,42,27,F1-U2-P,1,1,1,4,52,0,0,0,0,1,0,0,8.2,20.83,15.32,42,12.1
251,1,42,27,F1-U2-P,1,1,1,5,71,0,0,0,0,1,0,0,-10.8,20.83,15.32,42,12.1
252,1,42,27,F1-U2-P,1,1,1,6,49,0,0,0,0,1,0,0,11.2,20.83,15.32,42,12.1
253,1,43,34,F1-U2-7,1,8,8,1,57,1,1,0,0,1,0,0,3.2,30.9,12.66,44,10.6
254,1,43,34,F1-U2-7,1,8,8,2,52,1,1,0,0,1,0,0,8.2,30.9,12.66,44,10.6
255,1,43,34,F1-U2-7,1,8,8,3,54,1,1,0,0,1,0,0,6.2,30.9,12.66,44,10.6
256,1,43,34,F1-U2-7,1,8,8,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,30.9,12.66,44,10.6
257,1,43,34,F1-U2-7,1,8,8,5,21,3,1,3,1,1,172.4,5.15,39.2,30.9,12.66,44,10.6
258,1,43,34,F1-U2-7,1,8,8,6,35,3,1,3,1,1,389.7,5.97,25.2,30.9,12.66,44,10.6
259,1,44,64,F2-U2-12,2,13,13,1,48,0,0,0,0,1,0,0,11.8,18.72,16.88,43,13.09
260,1,44,64,F2-U2-12,2,13,13,2,59,0,0,0,0,1,0,0,0.8,18.72,16.88,43,13.09
261,1,44,64,F2-U2-12,2,13,13,3,58,1,1,0,0,1,0,0,1.8,18.72,16.88,43,13.09
262,1,44,64,F2-U2-12,2,13,13,4,23,4,1,3,1,1,153.4,5.03,36.8,18.72,16.88,43,13.09
263,1,44,64,F2-U2-12,2,13,13,5,64,0,0,0,0,1,0,0,-4.2,18.72,16.88,43,13.09
264,1,44,64,F2-U2-12,2,13,13,6,58,0,0,0,0,1,0,0,1.8,18.72,16.88,43,13.09
265,1,45,40,F1-U2-13,1,14,14,1,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,18.84,13.62,45,11.19
266,1,45,40,F1-U2-13,1,14,14,2,62,1,1,0,0,1,0,0,-1.8,18.84,13.62,45,11.19
267,1,45,40,F1-U2-13,1,14,14,3,49,1,1,0,0,1,0,0,11.2,18.84,13.62,45,11.19
268,1,45,40,F1-U2-13,1,14,14,4,35,4,1,3,1,1,207.9,5.34,25.2,18.84,13.62,45,11.19
269,1,45,40,F1-U2-13,1,14,14,5,48,0,0,0,0,1,0,0,12.2,18.84,13.62,45,11.19
270,1,45,40,F1-U2-13,1,14,14,6,53,0,0,0,0,1,0,0,7.2,18.84,13.62,45,11.19
271,1,46,52,F2-U2-P,2,1,1,1,56,0,0,0,0,1,0,0,3.8,20.83,15.32,42,12.1
272,1,46,52,F2-U2-P,2,1,1,2,58,0,0,0,0,1,0,0,1.8,20.83,15.32,42,12.1
273,1,46,52,F2-U2-P,2,1,1,3,72,0,0,0,0,1,0,0,-12.2,20.83,15.32,42,12.1
274,1,46,52,F2-U2-P,2,1,1,4,55,1,1,0,0,1,0,0,4.8,20.83,15.32,42,12.1
275,1,46,52,F2-U2-P,2,1,1,5,44,2,1,2,1,1,18,2.89,15.8,20.83,15.32,42,12.1
276,1,46,52,F2-U2-P,2,1,1,6,43,1,1,0,0,1,0,0,16.8,20.83,15.32,42,12.1
277,1,47,64,F2-U2-12,2,13,13,1,15,2,1,2,1,1,36.6,3.6,44.8,18.72,16.88,43,13.09
278,1,47,64,F2-U2-12,2,13,13,2,55,1,1,0,0,1,0,0,4.8,18.72,16.88,43,13.09
279,1,47,64,F2-U2-12,2,13,13,3,34,3,1,3,1,1,216.4,5.38,25.8,18.72,16.88,43,13.09
280,1,47,64,F2-U2-12,2,13,13,4,59,0,0,0,0,1,0,0,0.8,18.72,16.88,43,13.09
281,1,47,64,F2-U2-12,2,13,13,5,56,0,0,0,0,1,0,0,3.8,18.72,16.88,43,13.09
282,1,47,64,F2-U2-12,2,13,13,6,43,0,0,0,0,1,0,0,16.8,18.72,16.88,43,13.09
283,1,48,67,F2-U2-15,2,16,16,1,37,4,1,3,1,1,220.5,5.4,22.8,13.79,15.12,46,12.13
284,1,48,67,F2-U2-15,2,16,16,2,36,1,1,0,0,1,0,0,23.8,13.79,15.12,46,12.13
285,1,48,67,F2-U2-15,2,16,16,3,40,1,1,0,0,1,0,0,19.8,13.79,15.12,46,12.13
286,1,48,67,F2-U2-15,2,16,16,4,43,1,1,2,1,1,390.3,5.97,16.8,13.79,15.12,46,12.13
287,1,48,67,F2-U2-15,2,16,16,5,31,3,1,3,1,1,208.7,5.34,28.8,13.79,15.12,46,12.13
288,1,48,67,F2-U2-15,2,16,16,6,41,0,0,0,0,1,0,0,18.8,13.79,15.12,46,12.13
289,1,49,32,F1-U2-5,1,6,6,1,29,3,1,3,1,1,211.6,5.35,31.2,26.12,17.57,46,13.67
290,1,49,32,F1-U2-5,1,6,6,2,32.5,4,1,3,1,1,327.8,5.79,27.7,26.12,17.57,46,13.67
291,1,49,32,F1-U2-5,1,6,6,3,24,3,1,3,1,1,123.1,4.81,36.2,26.12,17.57,46,13.67
292,1,49,32,F1-U2-5,1,6,6,4,61,0,0,0,0,1,0,0,-0.8,26.12,17.57,46,13.67
293,1,49,32,F1-U2-5,1,6,6,5,60,0,0,0,0,1,0,0,0.2,26.12,17.57,46,13.67
294,1,49,32,F1-U2-5,1,6,6,6,64,0,0,0,0,1,0,0,-3.8,26.12,17.57,46,13.67
295,1,50,12,U2-10,0,11,11,1,49.5,1,1,0,0,1,0,0,8.9,25.85,14.8,47,11.97
296,1,50,12,U2-10,0,11,11,2,28,4,1,3,1,1,141.4,4.95,30.4,25.85,14.8,47,11.97
297,1,50,12,U2-10,0,11,11,3,19.5,4,1,3,1,1,79.6,4.38,38.9,25.85,14.8,47,11.97
298,1,50,12,U2-10,0,11,11,4,37,0,0,0,0,1,0,0,21.4,25.85,14.8,47,11.97
299,1,50,12,U2-10,0,11,11,5,26,3,1,3,1,1,183.9,5.21,32.4,25.85,14.8,47,11.97
300,1,50,12,U2-10,0,11,11,6,34,3,1,3,1,1,544.4,6.3,24.4,25.85,14.8,47,11.97
301,1,51,24,U2-22,0,23,23,1,21,3,1,3,1,1,183.2,5.21,37.4,23.02,17.07,45,13.31
302,1,51,24,U2-22,0,23,23,2,24,3,1,3,1,1,457.8,6.13,34.4,23.02,17.07,45,13.31
303,1,51,24,U2-22,0,23,23,3,35,2,1,2,0,1,0,0,23.4,23.02,17.07,45,13.31
304,1,51,24,U2-22,0,23,23,4,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,23.02,17.07,45,13.31
305,1,51,24,U2-22,0,23,23,5,21,3,1,3,1,1,183.7,5.21,37.4,23.02,17.07,45,13.31
306,1,51,24,U2-22,0,23,23,6,22,3,1,3,1,1,98.5,4.59,36.4,23.02,17.07,45,13.31
307,1,52,14,U2-12,0,13,13,1,23,3,1,3,1,1,185.4,5.22,35.4,18.72,16.88,43,13.09
308,1,52,14,U2-12,0,13,13,2,48,0,0,0,0,1,0,0,10.4,18.72,16.88,43,13.09
309,1,52,14,U2-12,0,13,13,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,18.72,16.88,43,13.09
310,1,52,14,U2-12,0,13,13,4,69,0,0,0,0,1,0,0,-10.6,18.72,16.88,43,13.09
311,1,52,14,U2-12,0,13,13,5,29,4,1,3,1,1,202.1,5.31,29.4,18.72,16.88,43,13.09
312,1,52,14,U2-12,0,13,13,6,65,0,0,0,0,1,0,0,-6.6,18.72,16.88,43,13.09
313,1,53,7,U2-5,0,6,6,1,19,4,1,3,1,1,113.2,4.73,39.4,26.12,17.57,46,13.67
314,1,53,7,U2-5,0,6,6,2,34,0,0,0,0,1,0,0,24.4,26.12,17.57,46,13.67
315,1,53,7,U2-5,0,6,6,3,55,1,1,0,0,1,0,0,3.4,26.12,17.57,46,13.67
316,1,53,7,U2-5,0,6,6,4,48,1,1,0,0,1,0,0,10.4,26.12,17.57,46,13.67
317,1,53,7,U2-5,0,6,6,5,62,0,0,0,0,1,0,0,-3.6,26.12,17.57,46,13.67
318,1,53,7,U2-5,0,6,6,6,55,1,1,0,0,1,0,0,3.4,26.12,17.57,46,13.67
319,1,54,4,U2-2,0,3,3,1,52,0,0,0,0,1,0,0,6.4,27.26,18.38,45,14.13
320,1,54,4,U2-2,0,3,3,2,38.5,3,1,3,1,1,251.5,5.53,19.9,27.26,18.38,45,14.13
321,1,54,4,U2-2,0,3,3,3,14,4,1,3,1,1,76.1,4.33,44.4,27.26,18.38,45,14.13
322,1,54,4,U2-2,0,3,3,4,13,4,1,3,1,1,75.1,4.32,45.4,27.26,18.38,45,14.13
323,1,54,4,U2-2,0,3,3,5,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,27.26,18.38,45,14.13
324,1,54,4,U2-2,0,3,3,6,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,27.26,18.38,45,14.13
325,1,55,24,U2-22,0,23,23,1,22,4,1,3,1,1,141.8,4.95,36.4,23.02,17.07,45,13.31
326,1,55,24,U2-22,0,23,23,2,24,3,1,3,1,1,211.8,5.36,34.4,23.02,17.07,45,13.31
327,1,55,24,U2-22,0,23,23,3,15,3,1,3,1,1,65.1,4.18,43.4,23.02,17.07,45,13.31
328,1,55,24,U2-22,0,23,23,4,52,1,1,0,0,1,0,0,6.4,23.02,17.07,45,13.31
329,1,55,24,U2-22,0,23,23,5,54,0,0,0,0,1,0,0,4.4,23.02,17.07,45,13.31
330,1,55,24,U2-22,0,23,23,6,62,1,1,0,0,1,0,0,-3.6,23.02,17.07,45,13.31
331,1,56,11,U2-9,0,10,10,1,34.5,3,1,3,1,1,235.3,5.46,23.9,17.52,12.26,47,10.44
332,1,56,11,U2-9,0,10,10,2,39,3,1,3,1,1,371,5.92,19.4,17.52,12.26,47,10.44
333,1,56,11,U2-9,0,10,10,3,33,3,1,3,1,1,383.1,5.95,25.4,17.52,12.26,47,10.44
334,1,56,11,U2-9,0,10,10,4,22,4,1,3,1,1,131.5,4.88,36.4,17.52,12.26,47,10.44
335,1,56,11,U2-9,0,10,10,5,37,4,1,3,1,1,278.4,5.63,21.4,17.52,12.26,47,10.44
336,1,56,11,U2-9,0,10,10,6,41,3,1,3,1,1,409.1,6.01,17.4,17.52,12.26,47,10.44
337,1,57,21,U2-19,0,20,20,1,54,0,0,0,0,1,0,0,4.4,19.36,14.83,48,12.02
338,1,57,21,U2-19,0,20,20,2,40,3,1,3,1,1,396.9,5.98,18.4,19.36,14.83,48,12.02
339,1,57,21,U2-19,0,20,20,3,37,3,1,3,1,1,192.1,5.26,21.4,19.36,14.83,48,12.02
340,1,57,21,U2-19,0,20,20,4,20,4,1,3,1,1,100.6,4.61,38.4,19.36,14.83,48,12.02
341,1,57,21,U2-19,0,20,20,5,59,1,1,0,0,1,0,0,-0.6,19.36,14.83,48,12.02
342,1,57,21,U2-19,0,20,20,6,31,1,1,0,0,1,0,0,27.4,19.36,14.83,48,12.02
343,1,58,71,F2-U2-19,2,20,20,1,62,1,1,0,0,1,0,0,-2.2,19.36,14.83,48,12.02
344,1,58,71,F2-U2-19,2,20,20,2,23,4,1,3,1,1,112.1,4.72,36.8,19.36,14.83,48,12.02
345,1,58,71,F2-U2-19,2,20,20,3,50,0,0,0,0,1,0,0,9.8,19.36,14.83,48,12.02
346,1,58,71,F2-U2-19,2,20,20,4,15,4,1,3,1,1,93.3,4.54,44.8,19.36,14.83,48,12.02
347,1,58,71,F2-U2-19,2,20,20,5,65,0,0,0,0,1,0,0,-5.2,19.36,14.83,48,12.02
348,1,58,71,F2-U2-19,2,20,20,6,34,1,1,0,0,1,0,0,25.8,19.36,14.83,48,12.02
349,1,59,8,U2-6,0,7,7,1,41,1,1,0,0,1,0,0,17.4,23.44,15.95,46,12.65
350,1,59,8,U2-6,0,7,7,2,52,0,0,0,0,1,0,0,6.4,23.44,15.95,46,12.65
351,1,59,8,U2-6,0,7,7,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,23.44,15.95,46,12.65
352,1,59,8,U2-6,0,7,7,4,17,4,1,3,1,1,98.7,4.59,41.4,23.44,15.95,46,12.65
353,1,59,8,U2-6,0,7,7,5,41,1,1,0,0,1,0,0,17.4,23.44,15.95,46,12.65
354,1,59,8,U2-6,0,7,7,6,29,3,1,3,1,1,287.5,5.66,29.4,23.44,15.95,46,12.65
355,1,60,20,U2-18,0,19,19,1,37,3,1,3,1,1,278,5.63,21.4,11.45,15.45,46,12.34
356,1,60,20,U2-18,0,19,19,2,46,0,0,0,0,1,0,0,12.4,11.45,15.45,46,12.34
357,1,60,20,U2-18,0,19,19,3,42,1,1,0,0,1,0,0,16.4,11.45,15.45,46,12.34
358,1,60,20,U2-18,0,19,19,4,44,0,0,0,0,1,0,0,14.4,11.45,15.45,46,12.34
359,1,60,20,U2-18,0,19,19,5,21,3,1,3,1,1,109.8,4.7,37.4,11.45,15.45,46,12.34
360,1,60,20,U2-18,0,19,19,6,36,3,1,3,1,1,253.4,5.53,22.4,11.45,15.45,46,12.34
361,1,61,54,F2-U2-2,2,3,3,1,53,0,0,0,0,1,0,0,6.8,27.26,18.38,45,14.13
362,1,61,54,F2-U2-2,2,3,3,2,57,1,1,0,0,1,0,0,2.8,27.26,18.38,45,14.13
363,1,61,54,F2-U2-2,2,3,3,3,25,4,1,3,1,1,210.8,5.35,34.8,27.26,18.38,45,14.13
364,1,61,54,F2-U2-2,2,3,3,4,18,3,1,3,1,1,72.2,4.28,41.8,27.26,18.38,45,14.13
365,1,61,54,F2-U2-2,2,3,3,5,41,0,0,0,0,1,0,0,18.8,27.26,18.38,45,14.13
366,1,61,54,F2-U2-2,2,3,3,6,58,0,0,0,0,1,0,0,1.8,27.26,18.38,45,14.13
367,1,62,51,F2,2,0,0,1,66,0,1,2,1,1,NA,NA,-6.2,NA,8.23,47,8.23
368,1,62,51,F2,2,0,0,2,56,0,1,2,1,1,NA,NA,3.8,NA,8.23,47,8.23
369,1,62,51,F2,2,0,0,3,63,0,1,2,1,1,NA,NA,-3.2,NA,8.23,47,8.23
370,1,62,51,F2,2,0,0,4,63,0,1,2,1,1,NA,NA,-3.2,NA,8.23,47,8.23
371,1,62,51,F2,2,0,0,5,51,0,1,2,1,1,NA,NA,8.8,NA,8.23,47,8.23
372,1,62,51,F2,2,0,0,6,51,0,1,2,1,1,NA,NA,8.8,NA,8.23,47,8.23
373,1,63,53,F2-U2-1,2,2,2,1,26,3,1,3,1,1,163.5,5.1,33.8,30.82,13.66,47,11.28
374,1,63,53,F2-U2-1,2,2,2,2,42,2,1,2,1,1,26.7,3.28,17.8,30.82,13.66,47,11.28
375,1,63,53,F2-U2-1,2,2,2,3,46,2,1,2,1,1,31.9,3.46,13.8,30.82,13.66,47,11.28
376,1,63,53,F2-U2-1,2,2,2,4,36,3,1,3,1,1,204.2,5.32,23.8,30.82,13.66,47,11.28
377,1,63,53,F2-U2-1,2,2,2,5,45,1,1,0,0,1,0,0,14.8,30.82,13.66,47,11.28
378,1,63,53,F2-U2-1,2,2,2,6,24.5,3,1,3,1,1,153.4,5.03,35.3,30.82,13.66,47,11.28
379,1,64,43,F1-U2-16,1,17,17,1,52,0,0,0,0,1,0,0,8.2,26.29,13.79,46,11.32
380,1,64,43,F1-U2-16,1,17,17,2,34,3,1,3,1,1,167.8,5.12,26.2,26.29,13.79,46,11.32
381,1,64,43,F1-U2-16,1,17,17,3,33,3,1,3,1,1,230.8,5.44,27.2,26.29,13.79,46,11.32
382,1,64,43,F1-U2-16,1,17,17,4,63,0,0,0,0,1,0,0,-2.8,26.29,13.79,46,11.32
383,1,64,43,F1-U2-16,1,17,17,5,70,0,0,0,0,1,0,0,-9.8,26.29,13.79,46,11.32
384,1,64,43,F1-U2-16,1,17,17,6,23,4,1,3,1,1,102.9,4.63,37.2,26.29,13.79,46,11.32
385,1,65,32,F1-U2-5,1,6,6,1,50,0,0,0,0,1,0,0,10.2,26.12,17.57,46,13.67
386,1,65,32,F1-U2-5,1,6,6,2,65,0,0,0,0,1,0,0,-4.8,26.12,17.57,46,13.67
387,1,65,32,F1-U2-5,1,6,6,3,48,0,0,0,0,1,0,0,12.2,26.12,17.57,46,13.67
388,1,65,32,F1-U2-5,1,6,6,4,46,0,0,0,0,1,0,0,14.2,26.12,17.57,46,13.67
389,1,65,32,F1-U2-5,1,6,6,5,37,2,1,2,1,1,22.8,3.13,23.2,26.12,17.57,46,13.67
390,1,65,32,F1-U2-5,1,6,6,6,23,3,1,3,1,1,115.7,4.75,37.2,26.12,17.57,46,13.67
391,1,66,49,F1-U2-22,1,23,23,1,29,2,1,2,1,1,190.1,5.25,31.2,23.02,17.07,45,13.31
392,1,66,49,F1-U2-22,1,23,23,2,35,3,1,3,1,1,310.5,5.74,25.2,23.02,17.07,45,13.31
393,1,66,49,F1-U2-22,1,23,23,3,61,0,0,0,0,1,0,0,-0.8,23.02,17.07,45,13.31
394,1,66,49,F1-U2-22,1,23,23,4,36,3,1,3,1,1,198.7,5.29,24.2,23.02,17.07,45,13.31
395,1,66,49,F1-U2-22,1,23,23,5,68,0,0,0,0,1,0,0,-7.8,23.02,17.07,45,13.31
396,1,66,49,F1-U2-22,1,23,23,6,64,1,1,0,0,1,0,0,-3.8,23.02,17.07,45,13.31
397,1,67,9,U2-7,0,8,8,1,60,1,1,0,0,1,0,0,-1.6,30.9,12.66,44,10.6
398,1,67,9,U2-7,0,8,8,2,15.5,3,1,3,1,1,65,4.17,42.9,30.9,12.66,44,10.6
399,1,67,9,U2-7,0,8,8,3,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,30.9,12.66,44,10.6
400,1,67,9,U2-7,0,8,8,4,36,1,1,0,0,1,0,0,22.4,30.9,12.66,44,10.6
401,1,67,9,U2-7,0,8,8,5,19,3,1,3,1,1,143.3,4.96,39.4,30.9,12.66,44,10.6
402,1,67,9,U2-7,0,8,8,6,53,1,1,0,0,1,0,0,5.4,30.9,12.66,44,10.6
403,1,68,26,F1,1,0,0,1,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,NA,8.23,47,8.23
404,1,68,26,F1,1,0,0,2,70,0,1,2,1,1,NA,NA,-9.8,NA,8.23,47,8.23
405,1,68,26,F1,1,0,0,3,63,0,1,2,1,1,NA,NA,-2.8,NA,8.23,47,8.23
406,1,68,26,F1,1,0,0,4,53,0,1,2,1,1,NA,NA,7.2,NA,8.23,47,8.23
407,1,68,26,F1,1,0,0,5,54.5,0,1,2,1,1,NA,NA,5.7,NA,8.23,47,8.23
408,1,68,26,F1,1,0,0,6,61,0,1,2,1,1,NA,NA,-0.8,NA,8.23,47,8.23
409,1,69,24,U2-22,0,23,23,1,24,4,1,3,1,1,149,5,34.4,23.02,17.07,45,13.31
410,1,69,24,U2-22,0,23,23,2,33,4,1,3,1,1,374.3,5.93,25.4,23.02,17.07,45,13.31
411,1,69,24,U2-22,0,23,23,3,23,4,1,3,1,1,147.6,4.99,35.4,23.02,17.07,45,13.31
412,1,69,24,U2-22,0,23,23,4,50,3,1,3,1,1,62.8,4.14,8.4,23.02,17.07,45,13.31
413,1,69,24,U2-22,0,23,23,5,43,0,0,0,0,1,0,0,15.4,23.02,17.07,45,13.31
414,1,69,24,U2-22,0,23,23,6,47,1,1,0,0,1,0,0,11.4,23.02,17.07,45,13.31
415,1,70,51,F2,2,0,0,1,35,0,1,2,1,1,NA,NA,24.8,NA,8.23,47,8.23
416,1,70,51,F2,2,0,0,2,53,0,1,2,1,1,NA,NA,6.8,NA,8.23,47,8.23
417,1,70,51,F2,2,0,0,3,61,0,1,2,1,1,NA,NA,-1.2,NA,8.23,47,8.23
418,1,70,51,F2,2,0,0,4,64,0,1,2,1,1,NA,NA,-4.2,NA,8.23,47,8.23
419,1,70,51,F2,2,0,0,5,62,0,1,2,1,1,NA,NA,-2.2,NA,8.23,47,8.23
420,1,70,51,F2,2,0,0,6,67,0,1,2,1,1,NA,NA,-7.2,NA,8.23,47,8.23
421,1,71,59,F2-U2-7,2,8,8,1,65,0,0,0,0,1,0,0,-5.2,30.9,12.66,44,10.6
422,1,71,59,F2-U2-7,2,8,8,2,22,4,1,3,1,1,129.7,4.87,37.8,30.9,12.66,44,10.6
423,1,71,59,F2-U2-7,2,8,8,3,54,0,0,0,0,1,0,0,5.8,30.9,12.66,44,10.6
424,1,71,59,F2-U2-7,2,8,8,4,46,0,0,0,0,1,0,0,13.8,30.9,12.66,44,10.6
425,1,71,59,F2-U2-7,2,8,8,5,21,4,1,3,1,1,194.1,5.27,38.8,30.9,12.66,44,10.6
426,1,71,59,F2-U2-7,2,8,8,6,57,0,0,0,0,1,0,0,2.8,30.9,12.66,44,10.6
427,1,72,62,F2-U2-10,2,11,11,1,19,4,1,3,1,1,70.7,4.26,40.8,25.85,14.8,47,11.97
428,1,72,62,F2-U2-10,2,11,11,2,53,0,0,0,0,1,0,0,6.8,25.85,14.8,47,11.97
429,1,72,62,F2-U2-10,2,11,11,3,21,4,1,3,1,1,116.7,4.76,38.8,25.85,14.8,47,11.97
430,1,72,62,F2-U2-10,2,11,11,4,52,0,0,0,0,1,0,0,7.8,25.85,14.8,47,11.97
431,1,72,62,F2-U2-10,2,11,11,5,34,4,1,3,1,1,287.8,5.66,25.8,25.85,14.8,47,11.97
432,1,72,62,F2-U2-10,2,11,11,6,62,1,1,0,0,1,0,0,-2.2,25.85,14.8,47,11.97
433,1,73,12,U2-10,0,11,11,1,51,0,0,0,0,1,0,0,7.4,25.85,14.8,47,11.97
434,1,73,12,U2-10,0,11,11,2,27.5,1,1,2,1,1,237.6,5.47,30.9,25.85,14.8,47,11.97
435,1,73,12,U2-10,0,11,11,3,39.5,0,0,0,0,1,0,0,18.9,25.85,14.8,47,11.97
436,1,73,12,U2-10,0,11,11,4,57,0,0,0,0,1,0,0,1.4,25.85,14.8,47,11.97
437,1,73,12,U2-10,0,11,11,5,57,0,0,0,0,1,0,0,1.4,25.85,14.8,47,11.97
438,1,73,12,U2-10,0,11,11,6,45,1,1,0,0,1,0,0,13.4,25.85,14.8,47,11.97
439,1,74,74,F2-U2-22,2,23,23,1,41,1,1,0,0,1,0,0,18.8,23.02,17.07,45,13.31
440,1,74,74,F2-U2-22,2,23,23,2,54,1,1,0,0,1,0,0,5.8,23.02,17.07,45,13.31
441,1,74,74,F2-U2-22,2,23,23,3,30,4,1,3,1,1,203.3,5.31,29.8,23.02,17.07,45,13.31
442,1,74,74,F2-U2-22,2,23,23,4,31,4,1,3,1,1,203.2,5.31,28.8,23.02,17.07,45,13.31
443,1,74,74,F2-U2-22,2,23,23,5,35,1,1,0,0,1,0,0,24.8,23.02,17.07,45,13.31
444,1,74,74,F2-U2-22,2,23,23,6,22,3,1,3,1,1,132.5,4.89,37.8,23.02,17.07,45,13.31
445,1,75,54,F2-U2-2,2,3,3,1,28,4,1,3,1,1,162.4,5.09,31.8,27.26,18.38,45,14.13
446,1,75,54,F2-U2-2,2,3,3,2,50,1,1,0,0,1,0,0,9.8,27.26,18.38,45,14.13
447,1,75,54,F2-U2-2,2,3,3,3,51,0,0,0,0,1,0,0,8.8,27.26,18.38,45,14.13
448,1,75,54,F2-U2-2,2,3,3,4,49,0,0,0,0,1,0,0,10.8,27.26,18.38,45,14.13
449,1,75,54,F2-U2-2,2,3,3,5,49,1,1,0,0,1,0,0,10.8,27.26,18.38,45,14.13
450,1,75,54,F2-U2-2,2,3,3,6,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,27.26,18.38,45,14.13
451,1,76,50,F1-U2-23,1,24,24,1,56,0,0,0,0,1,0,0,4.2,0.77,7.46,46,7.86
452,1,76,50,F1-U2-23,1,24,24,2,57,0,0,0,0,1,0,0,3.2,0.77,7.46,46,7.86
453,1,76,50,F1-U2-23,1,24,24,3,48,0,0,0,0,1,0,0,12.2,0.77,7.46,46,7.86
454,1,76,50,F1-U2-23,1,24,24,4,57,0,0,0,0,1,0,0,3.2,0.77,7.46,46,7.86
455,1,76,50,F1-U2-23,1,24,24,5,61,0,0,0,0,1,0,0,-0.8,0.77,7.46,46,7.86
456,1,76,50,F1-U2-23,1,24,24,6,51,0,0,0,0,1,0,0,9.2,0.77,7.46,46,7.86
457,1,77,46,F1-U2-19,1,20,20,1,60,0,0,0,0,1,0,0,0.2,19.36,14.83,48,12.02
458,1,77,46,F1-U2-19,1,20,20,2,20,3,1,3,1,1,79.5,4.38,40.2,19.36,14.83,48,12.02
459,1,77,46,F1-U2-19,1,20,20,3,34,2,1,2,1,1,176,5.17,26.2,19.36,14.83,48,12.02
460,1,77,46,F1-U2-19,1,20,20,4,49,0,0,0,0,1,0,0,11.2,19.36,14.83,48,12.02
461,1,77,46,F1-U2-19,1,20,20,5,55,0,0,0,0,1,0,0,5.2,19.36,14.83,48,12.02
462,1,77,46,F1-U2-19,1,20,20,6,37,4,1,3,1,1,233.5,5.45,23.2,19.36,14.83,48,12.02
463,1,78,11,U2-9,0,10,10,1,55,0,0,0,0,1,0,0,3.4,17.52,12.26,47,10.44
464,1,78,11,U2-9,0,10,10,2,41,2,1,2,1,1,4.2,1.44,17.4,17.52,12.26,47,10.44
465,1,78,11,U2-9,0,10,10,3,57,0,0,0,0,1,0,0,1.4,17.52,12.26,47,10.44
466,1,78,11,U2-9,0,10,10,4,23,4,1,3,1,1,136.3,4.91,35.4,17.52,12.26,47,10.44
467,1,78,11,U2-9,0,10,10,5,37,3,1,3,1,1,240.3,5.48,21.4,17.52,12.26,47,10.44
468,1,78,11,U2-9,0,10,10,6,22,4,1,3,1,1,121.8,4.8,36.4,17.52,12.26,47,10.44
469,1,79,36,F1-U2-9,1,10,10,1,74,0,0,0,0,1,0,0,-13.8,17.52,12.26,47,10.44
470,1,79,36,F1-U2-9,1,10,10,2,DNG,DNG,NA,NA,0,1,DNG,NA,DNG,17.52,12.26,47,10.44
471,1,79,36,F1-U2-9,1,10,10,3,62,1,1,0,0,1,0,0,-1.8,17.52,12.26,47,10.44
